	KMV_361	KMV_362	KMV_364	KMV_365	KMV_366	KMV_367	KMV_370	KMV_372	KMV_373	KMV_374	KMV_375	KMV_377	KMV_378	KMV_380	KMV_381	KMV_382	KMV_383	KMV_384	KMV_386	KMV_388	KMV_389	KMV_390	KMV_391	KMV_392	KMV_393	KMV_394	KMV_395	KMV_400	KMV_401	KMV_402	KMV_403	KMV_404	KMV_405	KMV_406	KMV_408	KMV_409	KMV_411	KMV_413	KMV_415	KMV_416	KMV_417	KMV_418	KMV_419	KMV_421	KMV_423	KMV_424	KMV_425	KMV_427	KMV_428	KMV_429	KMV_433	KMV_435	KMV_436	KMV_438	KMV_439	KMV_440	KMV_443	KMV_444	KMV_445	KMV_446	KMV_448	KMV_449	KMV_450	KMV_452	KMV_453	KMV_454	KMV_456	KMV_457	KMV_459	KMV_460
Otu000184	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	49	0	0	0	4	0	0	0	6	0	1	0	0	0	0	119	0	2	0	0	1	0	0	0	2
Otu000148	1	0	0	7	1	3	1	16	0	0	1	0	0	1	4	2	0	0	4	5	0	2	16	0	0	2	0	0	3	0	3	0	0	0	47	0	1	6	0	2	0	1	0	0	0	5	0	0	1	3	0	0	0	6	0	0	3	0	0	0	1	1	7	31	0	5	2	0	0	4
Otu000108	0	1	1	2	0	0	0	10	2	0	2	0	0	0	0	1	0	0	0	7	0	16	1	0	0	0	0	0	0	7	3	0	4	0	8	0	0	0	7	0	0	6	0	18	0	13	6	0	4	3	9	0	3	12	0	1	0	0	2	0	0	0	0	0	2	3	10	30	0	2
Otu000115	0	2	3	3	3	1	3	0	6	0	4	1	1	0	1	4	0	2	0	3	2	0	5	0	0	1	0	0	0	2	0	2	4	2	0	0	4	2	0	3	0	1	0	6	0	9	0	0	0	11	0	27	0	2	1	0	0	3	0	0	17	0	40	0	0	0	2	2	0	5
Otu000134	0	0	0	0	4	3	0	0	1	0	12	0	0	0	13	0	0	0	0	0	0	5	65	0	0	3	1	0	0	0	3	0	0	0	7	0	1	6	0	0	0	0	0	0	0	12	2	0	1	12	0	0	0	4	0	0	1	0	0	0	0	0	8	0	0	12	1	2	0	5
Otu000247	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu000239	0	1	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	6	1	1	0	0	1	1	0	0	0	0	0	0	2	0	0	3	0	0	14	0	0	6	0	1	7	0	0	0	2	0	2	0	0	4	0	0	0	2	0	0	5	0	10	0	1	66	23	0	0	3
Otu000865	0	0	0	3	0	0	0	0	0	0	0	2	0	1	0	27	0	2	0	33	0	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	1	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu000136	0	23	1	5	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	22	0	39	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	1	2	0	0	0	9	0	3	0	0	0	0	7	0	9	21	0	2	0	0	0	0	6	0	0	2	4	0	0	4	0	9
Otu000933	0	0	0	0	0	0	36	0	8	0	0	0	0	0	0	0	0	0	0	6	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	5	0	6	2	0	10	6	0	0	16	0	8	0	0	0	43	0	0	23	2	0	0	0	0	0	0	0
Otu000105	1	0	0	2	2	3	5	4	0	0	0	0	0	0	0	2	0	0	0	2	6	6	1	0	0	0	0	4	1	8	0	0	1	0	0	0	1	0	15	0	0	17	0	7	1	14	0	0	2	4	1	1	0	24	0	4	0	3	0	0	8	0	1	0	0	0	9	12	0	2
Otu000294	0	0	2	4	0	0	0	0	0	0	15	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	0	0	0	0	4	0	0	12	0	0	0	0	1	0	0	0	0	0	5	0	0	2	96	0	0	0	0	0	0	0	1	9	0	0	0	5	10	0	0
Otu000175	0	4	0	5	18	5	3	0	0	0	0	0	0	7	0	3	0	0	0	9	1	5	3	0	0	0	1	0	0	1	7	6	8	0	0	4	0	0	1	1	0	2	2	0	11	0	0	0	1	8	2	0	0	23	0	1	0	4	0	0	2	1	2	0	0	11	10	0	0	0
Otu000217	0	0	1	0	0	2	0	0	0	0	0	1	0	28	0	6	0	0	0	1	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	5	0	0	0	0	0	0	12	0	0	0	0	56	0	0	0	0	3	0	2	0	0	2	0	43
Otu000130	0	2	0	0	0	1	0	10	0	0	4	0	10	0	3	0	0	0	0	0	0	0	0	0	1	0	0	21	0	0	2	0	0	1	0	0	0	0	2	45	0	4	0	7	0	0	3	0	0	0	0	0	0	36	0	0	0	0	0	0	1	0	0	0	1	12	0	0	0	0
Otu000189	0	0	0	4	5	4	1	1	0	0	1	1	2	0	1	0	0	0	0	6	0	10	4	0	0	6	0	0	0	0	2	2	0	2	0	0	0	1	3	3	1	2	3	2	2	12	0	0	1	6	1	2	2	12	0	0	0	0	0	0	8	2	26	0	0	1	9	3	0	10
Otu000153	0	0	7	0	1	0	0	0	1	0	0	0	0	3	12	0	0	0	10	2	0	0	10	0	0	0	0	0	8	0	0	2	2	0	0	0	0	1	1	5	0	1	0	0	0	0	0	0	7	4	3	6	0	11	0	2	0	1	0	15	0	2	8	24	7	0	1	3	0	3
Otu000674	0	24	0	1	0	1	0	1	3	1	0	0	0	0	0	0	2	2	4	2	0	0	3	1	0	2	0	0	0	1	0	1	1	17	0	0	0	0	2	9	0	0	0	2	0	4	4	0	0	0	0	12	0	22	1	3	0	0	1	0	8	0	6	0	0	0	0	0	0	21
Otu000158	0	0	0	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	35	0	3	1	0	0	0	8	0	0	0	0	0	0	1	0	3
Otu000110	5	0	3	18	2	18	0	0	1	0	0	0	0	0	0	0	0	0	0	27	2	2	0	0	0	0	0	0	0	0	8	2	0	0	0	0	0	0	4	0	0	0	0	16	0	10	0	0	0	4	4	0	0	9	2	0	0	1	0	0	7	0	0	3	0	0	2	0	0	7
Otu000308	0	0	0	6	0	1	2	0	2	0	0	0	0	0	0	0	0	0	0	8	0	7	0	0	0	0	0	1	0	0	0	2	0	0	0	3	0	1	7	0	8	1	1	6	1	31	1	0	4	0	6	0	2	10	0	1	2	2	1	0	18	1	5	0	1	0	14	0	0	1
Otu000475	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu000238	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu000005	0	6	0	8	0	0	0	4	0	0	0	0	0	0	1	0	1	0	0	0	0	4	84	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	2	9	1	0	0	0	6	2	0	0	2	0	0	0	4	0	0	1	0	2	0	1	1	0	4	3	0	2	0	0	4
Otu000267	0	6	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	2	0	0	1	0	0	0	2	1	0	0	0	23	0	1	0	1	0	0	3	0	88	0	0	0	5	0	0	0
Otu000219	0	2	5	2	2	1	0	1	1	0	0	0	0	0	0	0	0	1	0	3	0	7	2	4	1	0	1	0	0	2	0	2	0	1	0	0	0	0	2	3	3	8	1	0	0	4	7	0	0	1	0	45	0	4	0	0	0	0	0	1	6	0	18	0	0	3	3	0	0	7
Otu000712	0	2	0	0	1	2	2	7	1	0	0	2	1	0	0	0	0	0	0	6	1	5	5	1	3	8	0	2	6	1	8	1	8	2	0	2	5	2	17	0	4	0	0	0	0	0	0	0	0	0	1	0	0	3	0	3	0	0	0	0	2	0	6	6	1	20	3	0	3	0
Otu000737	1	89	0	0	1	5	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	26	0	0	0	0	0	0	0	0	0	1	2	0	0	1	0	0	1	9	0	0	0	3	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	6	3	0	0
Otu000178	0	3	7	0	0	0	0	1	0	0	0	0	0	0	25	0	0	0	0	9	0	0	3	0	0	37	0	0	4	0	0	0	0	0	0	2	0	1	0	1	0	0	0	2	3	18	0	0	0	0	7	1	0	6	0	0	1	1	0	2	0	0	0	8	0	0	7	1	2	0
Otu000122	0	0	2	3	1	0	1	0	0	0	3	0	0	0	0	0	0	0	0	1	0	11	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	4	0	0	34	0	3	0	1	1	0	0	0	0	0	0	2	0	3	0	1	0	0	1	1	66	0	0	0	3	6	0	0
Otu000159	1	0	0	26	0	4	0	2	0	1	2	3	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	1	0	0	2	0	3	0	0	0	0	0	0	2	0	2	0	0	0	9	0	0	0	2	0	0	0	38	0	1	0	0	0	0	47	0	0	0	0	0	0	0	0	0
Otu000180	0	1	1	2	0	0	0	0	0	0	0	3	0	2	0	3	0	1	0	0	0	17	0	0	0	2	0	3	2	0	0	3	0	0	5	4	0	0	0	10	5	3	0	0	0	4	1	0	0	0	1	0	0	25	0	0	0	2	4	1	14	0	1	3	9	4	1	2	0	11
Otu000242	0	6	0	1	0	6	0	0	0	0	2	0	1	6	0	1	0	0	0	4	0	1	5	1	2	0	0	0	0	1	1	3	5	4	0	0	0	0	0	4	0	3	0	0	0	3	0	1	0	70	0	0	0	4	2	0	0	1	0	0	2	1	4	0	0	0	0	1	0	3
Otu000735	0	0	9	3	0	0	0	0	0	0	0	0	2	0	0	0	1	10	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	2	0	5	0	5	16	0	0	0	0	0	0	11	0	0	0	0	5	0	0	0	0	0	32	0	0	0	0	0
Otu000132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	6	0	8	0	0	2	0	1	1	0	92	0	0	0	1	0	0	0	0	0	0	0	7	7	1	0	7
Otu000231	0	3	7	0	0	2	1	0	0	0	1	0	0	0	0	0	0	2	0	22	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	11	1	2	0	0	0	1	3	0	0	6	0	0	0	0	57	0	2	0	0	0	0	2	0	2	5	4	0	0	0	1	5
Otu000126	2	2	1	4	2	2	0	0	0	0	3	0	0	8	2	0	0	1	0	6	0	2	0	6	1	0	1	2	3	0	0	4	0	3	0	0	0	0	0	40	0	0	2	1	0	0	5	0	0	6	0	0	0	2	0	0	0	3	14	2	0	2	0	0	0	1	0	0	0	7
Otu000200	0	0	2	4	1	3	1	2	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	1	0	0	0	0	2	0	0	0	0	2	0	0	2	4	0	11	1	0	0	0	4	1	0	0	9	1	0	3	24	0	0	3	1	0	0	5	0	14	0	2	0	9	1	1	3
Otu000255	3	0	6	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	3	0	0	0	0	47	0	3	0	0	0	0	0	0	3	0	0	0	2	0	0	0	11	0	2	0	16	0	0	0	0	3	0	0
Otu000719	0	0	0	0	0	0	2	16	4	0	0	5	0	0	0	0	0	6	0	0	1	0	6	0	0	0	0	14	0	0	0	0	0	0	0	0	0	4	0	1	0	0	0	0	0	0	2	1	0	0	0	0	0	2	0	0	0	0	0	19	0	0	0	31	5	1	3	0	10	0
Otu000170	0	9	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	3	0	9	0	12	0	0	0	0	0	40	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	9	0	0	0	0	1	0	6	23	0	0	0	2	0	1	3	0	0	0	0	1	0	2	0	4
Otu000133	0	0	1	4	0	0	9	0	4	0	0	0	0	1	0	0	0	3	0	21	0	0	0	0	0	0	0	0	0	1	1	0	11	0	3	0	1	0	3	0	0	0	0	1	0	13	5	0	0	0	0	0	0	0	1	5	0	0	0	0	2	0	18	0	6	0	0	5	0	9
Otu001274	1	0	0	12	0	0	3	0	0	0	0	2	2	0	0	0	0	8	0	5	0	0	0	0	1	0	0	0	0	0	0	0	6	1	0	0	0	4	2	0	15	0	0	5	4	2	0	0	0	2	0	0	14	0	0	0	2	1	1	0	10	9	0	0	1	7	0	1	6	0
Otu000183	0	0	0	0	0	0	1	0	0	0	4	1	2	0	0	1	0	0	0	10	0	22	0	0	3	9	0	2	0	0	0	0	1	0	0	2	0	0	3	4	0	15	1	9	0	9	0	0	1	2	0	0	3	0	0	5	0	0	0	1	2	0	3	0	0	3	4	2	0	0
Otu000210	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	12	0	0	0	0	0	9	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	65	0	27	0	0	0	0	0	0	0
Otu000100	0	0	7	1	0	0	0	0	1	0	1	0	5	0	0	0	0	0	0	52	6	0	0	0	0	0	16	0	0	0	0	3	16	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0
Otu000514	0	0	0	0	0	0	49	0	9	0	0	0	0	0	0	0	0	0	0	2	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	20	0	0	0	4	0	6	0	1	0	16	0	0	7	0	0	0	0	0	0	0	0
Otu000167	0	4	0	1	0	6	0	0	2	0	0	0	0	0	0	1	0	2	0	4	0	5	0	1	1	3	0	0	0	0	0	6	0	0	1	2	0	0	0	10	0	0	3	0	0	2	3	0	3	4	0	37	3	11	0	0	0	0	0	0	3	0	0	0	0	1	0	0	1	0
Otu000166	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	6	0	0	3	0	0	0	0	0	0	0	0	2	11	0	2	0	1	1	20	0	0	0	0	0	1	1	0	0	0	0	0	0	0	28	0	0	0	24	0	0	0	0	0	0	2	0	0	0	0	0
Otu000201	0	7	2	4	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	1	1	6	0	1	0	3	1	2	0	0	1	0	0	8	1	0	0	1	8	0	0	0	2	0	16	0	0	0	0	0	8	0	2	0	0	0	0	2	2	6	0	11	1	3	0	0	2	0	13
Otu000149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu000430	0	0	0	11	0	0	26	0	0	0	18	0	0	0	0	0	0	4	0	0	8	0	0	0	0	0	14	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	8	0	0	1	0	0	0	0	0	0	0	0	4	0	0	0	0	2	4	0
Otu001254	0	86	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	8	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	8	0	0
Otu000222	0	0	0	1	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	4	0	0	0	4	0	4	0	0	0	0	0	17	0	2	0	0	0	2	0	0	0	5	0	0	0	23	2	1	0	0	0	0	14	5	1	0	0	2	1	0	0	4
Otu000898	0	0	1	0	0	0	0	0	4	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88	0	0	0	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	5	0	0	2	0	0	0	0	0	0
Otu000127	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	2	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	7	0	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	4	0	0	0	0	0	0	8	0	0
Otu000140	0	0	0	0	0	15	0	0	0	0	1	0	0	0	0	1	0	0	0	6	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	2	0	0	1	0	0	0	0	9	0	8	0	0	3	10	0	0	4	42	0	1	0	0	0	0	1	0	0	0	3	0	0	0	0	0
Otu000340	0	0	0	19	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	3	0	3	17	0	0	3	0	0	0	44	0	3	0	0	0	0	0	0	0	0	0	0	0	12	0	0
Otu000171	0	2	1	0	0	0	0	0	0	0	0	0	0	0	5	10	0	0	0	0	0	2	4	0	1	0	2	0	0	0	0	0	0	0	41	1	0	2	0	0	0	0	0	3	0	4	0	0	0	0	0	0	0	0	0	0	0	1	0	5	4	0	0	0	0	0	1	0	0	20
Otu000227	0	3	1	0	1	0	0	0	0	0	2	0	0	0	4	4	0	0	3	1	0	7	2	0	0	0	0	2	1	3	0	1	0	0	2	0	1	0	0	2	0	2	0	0	0	3	0	0	2	0	1	9	0	14	0	0	0	0	0	1	7	0	2	6	1	2	2	14	1	2
Otu000399	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	1	66
Otu000538	0	0	2	0	1	0	2	6	14	0	2	1	2	0	0	0	0	0	32	2	0	0	0	6	0	2	2	0	0	0	5	0	2	0	0	1	3	1	0	0	0	0	6	0	2	0	2	0	0	0	0	0	0	0	1	1	0	0	2	0	0	0	0	0	3	1	5	0	0	0
Otu000188	0	0	0	8	0	5	2	0	0	0	1	0	0	0	0	0	0	0	0	7	0	1	0	0	0	0	0	0	0	0	2	0	4	0	0	0	0	0	5	1	0	1	0	3	0	16	1	0	1	0	0	0	1	0	0	4	3	0	1	0	3	0	30	0	0	1	4	1	1	0
Otu000281	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	25	43	0	0	0	0	0	0	0	0	0	0	0	1	0	25	0	0
Otu000458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	1	0	0	76	0	0	0	0	0	0	0	0	13	0	0	0	1	0	0	10
Otu000177	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3	0	0	0	7	0	0	0	0	9	1	0	0	0	0	0	3	2	44	0	0
Otu000185	0	0	0	1	0	0	0	8	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	1	78	0	2	0	3	0	0
Otu000493	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	9	0	4	0	0	2	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	2	0	0	4	2	20
Otu000803	3	0	1	0	0	0	3	2	7	2	4	0	3	1	0	0	0	2	0	0	6	0	26	2	0	1	0	0	2	0	7	0	0	0	0	0	9	0	1	0	0	0	0	0	0	5	2	0	0	0	0	0	3	0	1	3	0	2	8	0	0	0	0	0	0	0	0	0	0	0
Otu000360	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	5	0	15	53	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0
Otu000212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	6	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	11	0	0	0	0	0	0	0	38	0	0	0	0	0	0	1	0	0
Otu000120	1	0	0	0	9	0	1	2	0	0	6	0	2	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	3	0	0	0	0	15	0	0	0	0	0	1	0	9	15	0	2	0	3	0	0	0	2	2	0	0	0	0	0	0	2	0	1	0	0	0	9	0	0	15
Otu000216	0	0	0	1	0	0	0	0	0	0	9	0	0	8	0	2	0	0	0	8	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	43	3	0	0
Otu000253	0	0	0	66	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	1
Otu000270	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	2	0	16	0	0	0	0	1	0	0	4	0	9	0	0	0	0	10	0	0	0	0	0	0	54	0	0
Otu000905	0	0	0	2	0	0	0	0	0	2	4	0	6	0	0	0	0	1	0	3	0	0	5	1	0	0	5	0	0	0	1	1	0	0	0	1	0	3	5	0	3	0	0	1	5	0	0	0	0	0	1	4	3	0	3	0	0	2	1	5	0	1	0	1	6	20	2	0	3	0
Otu000957	0	9	0	2	0	1	0	0	0	0	0	0	0	7	0	0	0	0	0	3	0	1	0	0	1	1	0	0	0	0	3	0	3	0	1	0	0	1	2	1	0	0	0	0	5	0	0	0	0	4	1	0	1	2	0	0	0	0	0	0	4	0	21	0	0	0	12	5	0	10
Otu000927	0	3	0	1	0	1	0	0	0	0	1	0	0	0	6	0	0	0	0	0	0	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	1	0	8	0	0	0	1	0	0	0	25	0	0	0	0	0	13	0	0	0	14	2	0	1	0	0	12
Otu000121	0	0	1	5	0	2	0	15	0	0	0	0	0	0	0	0	0	0	0	3	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	3	0	0	0	0	2	1	0	0	0	30	0	3	0	0	2	0	11	0	0	0	1	1	2	0	0	0
Otu000303	0	0	0	0	0	0	10	0	2	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	8	0	0	0	48	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	9	0	0	6	0	10	0	0
Otu000154	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	16	0	0	4	0	2	0	0	0	0	15	0	0	0	0	0	43	0	0	0
Otu000198	0	2	0	0	10	0	0	0	0	0	22	0	0	7	0	0	0	5	0	16	0	0	0	0	15	0	0	0	0	0	0	0	2	0	0	4	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	5	0	0	0	0	1	0	0
Otu000330	0	0	2	9	1	0	4	0	0	0	0	0	0	3	0	0	0	0	0	2	0	2	0	0	0	1	2	0	0	0	1	1	0	0	0	0	0	0	3	0	0	0	0	0	1	2	0	0	0	0	0	0	1	3	0	1	0	26	0	0	0	0	10	0	0	0	0	0	0	23
Otu000519	0	0	2	9	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	21	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	33	0	0	0	0	2	0	16	5	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
Otu000256	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	7	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	8	0	1	0	0	1	0	2	0	3	40	0	1	0	0	0	0	5	0	1	0	0	0	2	3	0	1
Otu000151	0	0	0	7	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	4	0	0	0	0	0	0	0	4	0	0	0	0	0	2	0	0	1	0	0	1	2	0	0	1	0	2	0	1	1	0	1	0	0	0	0	1	0	0	0	0	10	1	50	0	3
Otu000353	0	7	3	2	0	0	1	0	0	0	3	0	0	2	1	1	0	0	0	2	0	0	0	0	2	1	0	0	0	2	1	0	0	0	0	0	0	2	0	20	0	1	0	1	0	0	0	0	3	5	5	0	2	7	1	3	0	2	0	0	3	2	5	1	0	5	0	0	0	0
Otu000877	0	0	0	4	0	0	2	0	0	0	4	1	1	0	0	0	0	4	0	5	2	0	0	2	0	0	0	0	2	0	0	3	1	1	0	0	0	0	6	1	3	0	0	0	5	1	0	0	0	4	0	0	5	0	0	0	0	0	0	0	3	3	0	0	17	7	1	2	2	3
Otu000187	0	6	2	2	0	7	0	0	3	0	0	2	0	0	3	5	0	0	0	10	0	0	0	0	2	0	0	1	0	1	0	0	0	1	2	0	0	0	1	3	1	4	0	0	0	2	0	0	0	2	0	13	1	1	3	0	0	0	0	0	3	0	0	6	0	0	0	1	5	1
Otu000144	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	5	0	3	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	28
Otu000292	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0	1	0	1	0	2	0	1	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	2	5	0	0	0	0	0	6	3	0	0	0	3	0	0	11	0	0	0	0	6	0	0	7	0	16	0	0	0	8	0	0	11
Otu000156	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	3	0	0	0	0	0	0	36
Otu000232	0	3	9	19	0	3	0	0	0	0	6	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	4	0	0	0	0	17	5	0	0	1	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0
