sample_id	KMV_362	KMV_364	KMV_370	KMV_372	KMV_373	KMV_375	KMV_377	KMV_380	KMV_382	KMV_383	KMV_384	KMV_386	KMV_388	KMV_390	KMV_391	KMV_392	KMV_393	KMV_394	KMV_395	KMV_401	KMV_403	KMV_404	KMV_405	KMV_406	KMV_408	KMV_409	KMV_415	KMV_416	KMV_417	KMV_418	KMV_421	KMV_424	KMV_425	KMV_428	KMV_429	KMV_438	KMV_439	KMV_440	KMV_443	KMV_444	KMV_446	KMV_448	KMV_449	KMV_450	KMV_452	KMV_453	KMV_456	KMV_457
outcome	susceptible	susceptible	susceptible	susceptible	resistant	susceptible	susceptible	susceptible	susceptible	susceptible	susceptible	resistant	resistant	resistant	susceptible	susceptible	susceptible	susceptible	resistant	resistant	resistant	resistant	resistant	resistant	susceptible	susceptible	resistant	resistant	resistant	susceptible	susceptible	susceptible	susceptible	susceptible	resistant	resistant	resistant	susceptible	resistant	susceptible	susceptible	resistant	resistant	resistant	resistant	resistant	resistant	resistant
m_100005383	16952323	10713608	4724991	5653565	1771924	3097974	3984900	7157181	5384342	19975076	7709426	1629201	5795345	6642504	2502992	14689877	21873767	32649407	1015279	221307511	8292629	7788076	4100883	1383184	5648950	75599483	6707888	577892	8226952	15614040	4942356	8643017	15327259	21203481	4115003	15747449	24823504	28956563	4444395	5885615	3178045	6397121	8530716	3013768	2465890	242856402	35071945	9519383
m_100005384	94597			175901	421995	34846	57856		56233			74790			63489	58679			116948	55421		67227		109162		64038		909927								115021	442725				135823		55214					
m_100005391	2405003				501542					85696	138579	67376			71916	252644			801514					1487795		91389		739908									1007000						72855					
m_100005462	128085	390761	524950		47108			66980			35736				260934	151414				494368	425220	403665	310222			178348	340604		205693	265038			49895						100613	1246063			161321	207184		190967		
m_100005463	1381397	2108953	1753779	2060389	505506	1215224	2370872	678652	1945444	1062296	1340097	1975814	2048771	1038170	1961580	1430773	3094053	1251872	1013311	1392222	1489531	348148	1930685	2273047	1872657	1681175	2996807	327537	1095429	9956949	2623656	2938881	1008986	6450796	1709828	6293572	6436227	1588708	683599	1332565	2478664	1901742	6158531	6465349	1155507	2448008	1507905	5987359
m_100005466	1073958			229970	1059336	6934147	97395		122704	483952		2196743			9169111	552745	92128	9403178	3311147	498183	2649448		4120821	1228927	2269129	693436	229621	4556827					114549		801453	340689	2275016	45046	294365		3615224		4340602	145218	5184047	4251446	813051	
m_100005716	20062026	2412490	7595819	6820515	17003206		6230305	534233	10711061	6838370	10960462	1004401	3830386	3194762	8708999	1413958	4645713	11464095	13287535	5672378	7706417	10801893	5401173	31913357		30763573	1115672	18466516	5234423	324977	965173	2042211	4145086	3659185	8956307	4196097	12756406	10406368	2565560	12016794	14333587	1700072	7375993	2348983	3492335	4216347	4176247	
m_100005717	78673685	28519540	42205685	33843994	77036008	20848091	80224323	3716200	63992073	38552304	64324031	1914241	21403680	12209897	11605793	3584228	63962497	38910138	47783328	27978682	27969738	45094136	27811367	55132391	14707533	157843919	14429311	74180564	15713895	3017454	15451797	33675214	25700295	20333605	62689788	29640863	83250889	31397410	24054685	41804863	43597228	11241841	43053241	7886664	8042790	15897341	24964073	16369712
m_100005805	14725665	1657410	8595140	3211745	17112370	2495720	1931747	871575	3790926	3350291	2011819	1700689	5012233	918373	5538789	2340874	666183	1788498	40344779	1482098	4870745	23720756	7731193	32412161	1695238	5439295	2597135	15005163	3686222	594413	608915	642894	1120570	1960902	2426592	870973	8583244	1118395		12352176	1128811	624834	10724552	1007911	4899984	734138	1195609	1289832
m_100005818	177548	587165	700762	75402	230497	382383	82454	148830	121153		273145		95720	120287	300905	157478	798650		139592	623721	576437	349010	333886	525091	639923	77642	541454		494090	279829		121047	65785	322744	228106	504371	68165	204486	460007	2924892	119005	139461		158598	150869	331611	151438	
m_100005864	819586	584246	386175	265530	1062084	281445	395802	269910	257277	178815		701156		648312	661028	926411	245834	632575	1025233	199722	257168	130128	620241	1135157	481131	942827	513367	1098029	1261012		94494	222683	725827	240850	248410	63783	1570426	109477	146578	827557	347765	246523	1072644	313762	256482	278821	514541	433573
m_100005946	897495	3229107	2241136	424502	267971	396069	5271886	939919	380668	624594				1580042	1537034	4416953	7547782		1000830	4399825			803232	722329	887448		2521578		1757858	11507826	2499643	10797068	4302038	2407292	647588	1998139	2485627	2313524		4287591	1622021	617015	447098			2009643		20334123
m_100005986	128465			1137065		136139						408237			1674092				364776				473848	362834				96012							120209		2483642			289117			1709129		269847			
m_100005996												987190			44557				343837					700155		181722		95996									64766											
m_100005998												653328			61157				623628					134280		100730																						
m_100005999	678530			406512	535302	105613	328908		226587	84202	79445		230108	93135	467326			184114	270759					164927		263440				48240	70722	67670	104014	69256	40177		362807	95007	63304		318801	169839	407846	143333			58322	83569
m_100006056	2420236	2378726	1474069	2982269	1480749	3620532	2377772	917288	2324756	1064668	910777	550330	2325343	1411258	1367927	1071633	2253028	1789120	1567910	1003174	2145641	1130769	1413113	1527226	1143839	2129722	844832	2444691	1663549	1116068	2264100	2699471	1507150	1686405	1514815	2435400	1223867	1337104	2455932	993246	2862885	2559169	1481917	1672634	1479613	2445840	2295150	3028731
m_100006092		218151	145676					89586			85049				41869		165247			128080	1166055	189857	72450		156580		193258		107960	152124				128922	68553	144714		60846		418074							133550	
m_100006100					73085											23914								76418				33413									51565											
m_100006115	9420992	3909839	6149296	4886006	7741486	7018229	8375850	4338986	5162189	5732080	5859831	4345693	8913921	7629881	7781633	6075812	2383878	3507383	2767349	4249669	5554680	6800037	3757256	10234316	3729560	8648480	3722857	11595356	5642210	2875654	5423725	2328727	3338578	2043725	2589359	3053482	16303457	2377654	1964288	13256249	4475599	3618547	9056990	4156262	4915402	3875783	8093307	3478377
m_100006120		1086384	409969			80923	182937	79526			57603		244792	671865		172880	314736	59249		49864	281820	1072230	237254		1876499	602921	132714		197915	388921	274260	247529	762522	218227	509880	616806		491992	2252394			905048		125821	41730	90141	2979947	89844
m_100006122	2939813	1455947	4977450	1326465	2186605	2650879	2141030	1548950	1917237	2573075	1612391	1072253	2547636	3097866	1080509	3464143	1868661	1332736	1476742	1528399	1867519	1880436	1323386	472016	880075	2033827	1393942	926857	3955667		1370124	877719	1594276	1258814	1049043	483101	839907	923581	660217	4292139	1768926	1151232	2008249	800280	730645	1421883	1163921	841150
m_100006123	2588154	53123	476744	35483927	9984734	189265			110259	3722766	163063	2824625	584007	343505	7283127	2243891	126879	497703031	1522131	67862	238096		281813	3064708	7845707	2913188	200486	1456078	480093	104128	107880	46739	180936835	1693965	1041218	2425047	352631862	238771	183568	167629	19058392	290819	56184801	99375	20460406	11340971	158482	110402
m_100006124	129209						200044						73110		96584		149159		102854	117022	96492	75324	119465			92895	86324		76179	126078	92070	100009	126624		90271	101691	115763				150124		104455	135052	252074	189299	147883	198530
m_100006203									170624							11564134		103380629							25292451			223998			728340		1516387	421785	22053463	1755765											286661	6793008
m_100006205	313517	422600	390847	158907	376197	334849	313512	204031	393441	264979	313451	225622	160699	101379	218863	108413	138619	551405	312686		160924	393431	149131	218126	253221	251576		286862	150097			109726		132164	43169	132828	421978	151142	234766	243010	158104		198930			191139		
m_100006294	215208			875361	135234	110049						639875			752446				289457				224566	433632													1765141			64542	218379		727176		204796	107662		
m_100006314			118435	134196	233317	246334	275942		141740				106954					114488	338574				177746		257877	199842		55953		151105	63013		691078	79861			1507778	163250	65518	88246	175726	97080	79230		69312		164781	
m_100006367	617580	1033795	786061	257796	1159152	809937		567541	284718	5448692	1733981	147139	891132	689624	609822	405198		395266	297351	406401	1457540	4427180	1084631	627966	1775108	837148	1305261	294579	1926808	185013	142140		207152	413279	537202	165179	759894		147901	1148447	365208		1556880	4594719	641436	163299	828361	
m_100006369	260756	520616	68634	766689	1225698	351749		101035		120458	340127	48179	1068688		630391	148994	140418	115777	450081			1620869		807451	353664	738528	110929	320661	369967	51133		143748	72716		126713	129363	244470		143755		545751			829532	317583	610335	353107	
m_100006370	820532	2145829	393036	427729	664007	737634			707729			472014			873888				653709		248911		450041	2182183		1080521		1020702		359835	307376	292442					1346367	1628486	954426	403911	163278	214199	196517		445780		161211	
m_100006372	201170		78629		138081			216116		130822	152317					185576	53659	51697	72815		54737	158580		318507	80217	207021		115847									100897				73746		111419					
m_100006374	62175							65400							113919	4192799			36175								357200	77671	129688						86449		453336			123897			461356	44931				
m_100006435	178229140	49381808	222481537	126518197	103976657	114894774	166100357	44559718	111080971	36193478	43056164	131492464	37664405	88238757	47095047	61121239	143907658	71735012	98877262	105339110	154661240	57844761	45786739	125126868	107422714	75379922	62069944	75166266	26813558	84317686	75394705	162784409	167881536	131217670	112716888	81291415	80512040	90619558	108749041	83343934	105702615	92989168	119394286	72978939	90925769	166643472	117277674	165623892
m_100006436		88977		169833	214828	408082			718903					51765	221708							117658		346436		74587			50867		35150	52587		65973					473623			114504		189174		315832	165087	315339
m_100006438	958950	887400	842871	1305048	1994105	1226866	1086859	3151854	1255840	974610	1022988	462449	1551749	1122919	1135541	979559	591195	1345185	702056	599916	635632	796589	600118	893021	482406	1263460	514190	944091	850343	611305	642029	522006	649013	588458	502431	792029	850172	447108	742243	716409	688371	735009	634858	697070	766311	843801	875330	698345
m_100006637												1979163																3054556																				
m_100006642			174796		147817	91143			247220	99312			68982											95199		47202		1170213											54510		74935		53520					
m_100006726	3352561	2758548	4355807	27931549	5838933	18115036	10365672	527859	5227382	1930954	3668798	1002635	7996421	2202900	2583321	588703	2620964	17269546	16891522	1140344	3364925	5694785	6876144	14195923	461285	10985033	6171875	50732079	3310761		5849914	4162945	2612707	1940590	2873836	3626112	12804131	6425187	4554208	1935322	2472604	1417460	2678403		17711644	7608715	2856712	1662714
m_100008903		132086	1950993			517145	65796	185024	173293	1004195	1068966		2676951			76464	154787			84842			96028	107609		145695	173163		2114053		590463	228820	338273	201411	222433	802145	304323	170313		99274		201123	89031	187046		1405357	70664	
m_100008904	203829	638337	747340	157414	81871	598796	357976	170610	529477	151099	592667		977524	462356			437325	625897	862976	305830	248391	123686	641710	144947	119834	401636	85512	116730	1074230		484419	619785	251027	424947	645552	1023233	283045	750591	176121	442725		848321	2259620	492981	578507	813669	291899	871892
m_100008920			83712		214323	312014	410866		1471590	147360	518329		525357				326989				329439		186458		699207	105386	855588		86304	186897	312885	206290	130373	229098	141199	192060	422331	173557	222305	116514	326306		212488	438995		2446191	57295	766045
m_100008921		71583	98550	90238	308382			92360		160435	218025	164185	441337				181968	348150	573893	161095			620543	194605	109978				394533		113205	241083			301229	124534	496164	66410	325541	253992	84573	232540	782074	199842		284629		128378
m_100008928	7172786	3086573	4283058	2117181	12185188	1504704	1396886	1732846	1640889	9984915	6538299	6736709	3230834	2683040	8916989	10778626	4510203	1776990	6853802	2096099	4189693	7471003	7274381	29097494	6444220	7154156	12215545	7534515	4290442	2276681	1783669	2602649	3349393	2555966	1289577	2051797	14510581	1576347	1802558	10229241	2081659	2033721	28170937	6335173	4463230	2515041	3563282	2955379
m_100008929	1128591	2655459	2612878	3765340	1826663	1867057	1351175	1314953	854721	1847392	1460056	310830	1759889	1662106	2152984	1328286	3306812		752409	3683365	2653840	3213913	1733699	2840343	1483503	929464	5179601	2020026	8705046	990539	1203745	1535081	1696928	1901684	1925704	2871295	701716	1184805	1989104	4580859	3760661	1388574	1976911	2362702	2548454	1638492	1577682	1337168
m_100008930	5264709028	14843233261	10626896401	10640170075	6011815344	16573853473	8586670297	3456220492	5703271397	4786997135	3397583517	2198712060	10185348371	3288411227	3791526049	3790730338	10030510904	9535427441	2273309946	5833690051	7620718468	9426202466	15633708311	10647738343	6431388545	9026429781	3363389158	9626359438	14237062338	759721608	11873169969	8831189882	3828992423	4978506437	8118477879	15900244175	19784619460	4500717015	13958208474	6475311002	10040241706	2259745910	7804952925	1923941008	3291105825	4132931135	5322914257	4238530689
m_100008932	83016	34975		26900		67358			49092						81135		35631	226275					161284	60477	54406			97679					63840			172393					97568				10871561	161096	143258	
m_100008933	5824541	44891564	18954772	38252979	9086027	6793545	29257237	2355972	8721148			1475257	6862760	2485007		1086395	54957308	5187386	10520235	36971570	2644983	13322385	10130475	5207892	3348266	6721877		5252363	3379976	4205042	83925432	103704189	3106840	35969644	41011004	102809170	39995965	29383663	48992568	10256313	2594351	7405634	6627573		5072310		1089042	24878563
m_100008952	691928		11194388	508543	856958	2645885							1029780					829419	3614574			1054898	726475	1824208	1132069	1064481	1726096	3105541	791192				1430303	806539			3008879	489494		801587			3443471					
m_100008954	640555	424242	413293		850436	677974	824076			201445	201621	1880600	770780	195797	3371859	497794	855349	893565	581593	1147604	759119	850334	1081555	955420	551934	816661	337442	556690	182064	370926	366767	660206			435130	412219	2678554	1933418	818252	1114171	2350023	462985	3373525	589195	1315339	628242	1400518	646259
m_100008980	476784	622289	8095974	71140	304170	1554627	586942	130002	597984	454063	1313158			470374		344515	327366	876711	1291315	475590	159902	303806	599742	281524	327012	561881	209239	196067	3412696	120794	1156588	293694	653163	729775	1197360	2692406	479583	843868	78686	485880	128194	1431353	2298330		177942	1219663	658502	867272
m_100008981		338070					204961		269789		1523868		3901426	159790					305361		87430	124112		86530		436063	115736	166257				568377			498311	2246013	413706	419170				678463		395560		1077626	329270	
m_100008986	607437	2050525	732629	3752776	467776	1203598	322258	689713	168496	356464	66209		490713	664359	2896168		989351		467145	719991	840975	581678	592818	119036	1257755	180494	550637	226306	1553462	861470	112184	104265	1569092	582777	1056909	113792	167698	284509	570212	1075606	7717292	749488	140873	1658334	474972	80281	1353783	641823
m_100008998	3612290	9443862	22933874	9389795	4330787	3878398	4879552	2704384	6881243	2580718	2631159	1805332	14989657	6004679	5344102	8510361	10982084	3647297	3476010	8523586	5407962	7373835	10936140	3252286	5930551	5367064	12363027	2878531	11158522	8477498	9700420	13690346	7104818	9429218	6666023	8602801	7022285	6957107	9512390	7275177	4585718	6785240	7962183	6652923	14503062	4817226	6829087	9065718
m_100009028	6085835	11773598	3618706	35501924	4541120	3999249	7995678	2351857	8516263	1595174	2688278	6528478	10508093	4714270	22454438	2449498	4262451	5789382	2604727	11233900	6908574	10272069	11879544	4825958	9653194	4200918	5561038	3390028	5845872	9488477	8978925	6984879	8100551	8541408	9212385	13739758	12022019	14663759	13440583	9086166	14607866	6157955	38587758	4346086	6846157	12595066	10266972	3619027
m_100009030	1536481	88205	198817		496253	977255	416044		156764	488480	204932	2332279	258840	402238	153677	856310	718980	347110	2583458		113726	774138	576043	2020310	138216	913272	313815	1641517	122096		208290	707944	245985	211755	233225	91763	2481082	171709	327474	3288439	699896	333651	7680290	201934	1999133	188596	124511	674711
