sample_id	KMV_362	KMV_364	KMV_370	KMV_372	KMV_373	KMV_375	KMV_377	KMV_380	KMV_382	KMV_383	KMV_384	KMV_386	KMV_388	KMV_390	KMV_391	KMV_392	KMV_393	KMV_394	KMV_395	KMV_401	KMV_403	KMV_404	KMV_405	KMV_406	KMV_408	KMV_409	KMV_415	KMV_416	KMV_417	KMV_418	KMV_421	KMV_424	KMV_425	KMV_428	KMV_429	KMV_438	KMV_439	KMV_440	KMV_443	KMV_444	KMV_446	KMV_448	KMV_449	KMV_450	KMV_452	KMV_453	KMV_456	KMV_457
outcome	susceptible	susceptible	susceptible	susceptible	resistant	susceptible	susceptible	susceptible	susceptible	susceptible	susceptible	resistant	resistant	resistant	susceptible	susceptible	susceptible	susceptible	resistant	resistant	resistant	resistant	resistant	resistant	susceptible	susceptible	resistant	resistant	resistant	susceptible	susceptible	susceptible	susceptible	susceptible	resistant	resistant	resistant	susceptible	resistant	susceptible	susceptible	resistant	resistant	resistant	resistant	resistant	resistant	resistant
m_100002989	660625	3639421	7189995	1120873	4396147	14043944	2851299	16361784	485945	1509462	2735576	50089060	34768561	1281407	5188263	5479336	1721042	441841	192717	649672	1580641	1664377	11923318	3691159	1251887	689104	437447	6705334	8521614	547129	2912921	2886898	1389300	319936	1476576	12533997	27796936	305152	1933900	767402	506417	771881	1561543	2830325	5727981	2013410	2530211	724547
m_100002990	3276756	12018474	23069819	4577418	23502114	29602710	11009197	34698152	2907077	7062368	10431257	88762204	65529972	5664573	17953193	22905080	5818584	1699253	1893962	4122967	9724569	7271377	39616483	15189154	7278207	4380967	3220169	25068911	24677256	2977624	8038742	8052558	5230927	1703204	5795453	32722984	55464831	1421163	5189928	2583956	2072986	3531790	5192870	12554264	14790312	6712956	12657266	3838532
m_100003000	545563	3802949	5924851	378669	4276982	929384	640263	1529585	990587	971883	931273	2507808	2680380	2961209	8824499	1811800	1608149	1087679	2793283	2664377	12018361	13030089	11423881	1631161	2686692	713390	5456600	2179745	2419888	2568428	340992	1114937	2612564	5055232	1338331	2039538	3151321	1283023	1188966	9001910	1281877	695032	9098309	2060701	8918123	172080	1825643	427666
m_100003001	543737	616506	733491	446487	680753	518350	181958	206678	176518	69541	120742	1458611	167883	480161	1014666	633771	738021	301668	869807	533618	1442425	513513	2415949	855451	243993	346458	456424	1652018	172281	256887	266850	802790	410257	777662	528098	432866	192401	613732	121527	1241591	415608	295708	4315980	296654	1457656	165533	483160	387078
m_100003047	305359	240395	181843	208730	374033	902424	177548		505942	224976	242331	260821	274856	547592		268822		877837	486725		653444	110546	392090	1431839	257793	498565	220624	3117671	329956		389994		195475	156506	163130	160905	292638	593835		453199	442883	418848	270060	315503	212052	319680	140448	
m_100003064	2283897	2551428	2474333	728637	1784527	1414571	858581	1329670	2002829	1346304	786281	967358	2923703	3432457	864208	1340094	584516	2491453	1228063		1214839	617074	1158565	1787635	612405	2621627	287593	796023	1181155	144122	606151	382937	1049613		272271	373370	1716321	208256		1046869	760145	1238834	1130534	645079	405681	427823	1485317	1082385
m_100003065	2304204	2416699	5505138	518892	16296344	1041517	849903	958018	4021864	3601697	14967240		8785412	10184677	231948	2978090	400129	3398080	15458126		1641953	21205284	3212546	1626032	1496469	8048471	2039119	2600139	2322465		139660			469365	413583		4202589	210693		6453647	408428	1174974	759908	3732028				
m_100003070	3050772	50316177	92493071	23818641	10355278	60717011	49830369	36741245	54666529	35268680	47971696	150460	53879054	68864519	2503445	18042446	122480023	58041362	1010273	69525283	82821530	44205963	57584581	2704540	30102116	74604461	28997912	1326938	11533034	19383089	57141481	43851494	1220841	157697418	127134478	43110335	47600688	73278666	40102421	18298668	56784961	104566133	39139145	15569460		14887274	23815271	68264491
m_100003072	2074502	1476542		346105	1953538			1007081		3211162		2569151			7815548	1917141		1539466	5171318	2564431	2024965	12707862	1507942	7550363	2085893	3095941	5318265	257788	591077								9519481		72330	773642	24673654		10250041		837407		1055069	
m_100003109	3124440	13347539	45509213	14469522	24254893	36795561	2143394	5769586	7091487	17141776	13226155	3891958	176863758	9738968	20619001	12356397	2084168	20302640	2459146	45114482	16708815	10581682	33214523	60291193	12785330	15010247	6315831	5837418	103175979	2360123	2141585	2397531	4823065	652803	10183135	1451340	62260202	2196693	117285901	17743281	15752841	6524837	5285867	21449703	5877307	9519121	11236794	1656025
m_100003127	169876	125991	158250	181444	257409	144994	95875	49231	182395	211110	105121	156436	237954	171639	359569	46089		84124	635973		271109	133222	193746	29694	169803	159124	177288	70726	295272			56902		64690	143832		493926	91282			52675	146912	505190	353306	222145	137637	286057	98728
m_100003151	584019	492362	315871	500297	834894	1273768	193399		830055	1278406		635235	379480		207268	478132		285933	1947739	410211	149366	239427	200620	869519	847622	484857	142287	906539	406537	301476	585081	513382	905242	664293	238503	270532	814288	814288	271408		62765	585778	996437	306184	868334	498934	99621	
m_100003152	819371	635059	5144697	921302	1742147	1537353	1171418		1808373		5872153		388669	2774088	814752		8636827	999800	3095064	924768	768839	1030947	2652846	383161	1708925	644129	1937909	7910609	650070		556900		1418673	1552359	3989331	7070322		3954244	787180			6996127		3006849	5775197	417836	1843999	1396080
m_100003160	21483093	7621457	5266223	5925409	10967481	7339728	6022304	3651973	14735095	5806304	4016405	12660173	13005823	8501503	6553867	10918991	3805749	7764261	7051586	1659831	11439271	5399183	8429574	2714611	5249380	7886112	3694494	9482935	3990968	5501521	4653728	4486678	6041509	4973698	6114882	4208978	3682375	3407509	2472607	9423436	22452204	4443415	8286793	6679537	15290381	4063199	10736056	1484848
m_100003169	8636323	5148903	5624737	5213168	6977825	4740752	3940408	696160	10891388	2846819	3999712	6362349	7760414	6014035	6389779	3233117	1927611	6528540	7976878	572632	11516288	4539305	8390842	807831	4867784	4124669	1259719	1724294	1991264	4041772	1742147	3763736	3754957	1410657	7666025	2772854	2978611	1572194	2628893	8016286	22906039	1937677	4415288	6142339	13823731	3273313	10494675	1045703
m_100003179	14374337	1741303	962578	841133	40014712	2234541	2771399	1050388	7794844	8062520	10889722	25904720	11033860	2759465	5077578	3732175	679094	10780959	23884677		3845253	4342322	8429996	11675222	3330579	21582020	1297689	32054849	918746	1342631	1477098	1086862	1307094	866901	1087932	1506402	12479245	843240	822111	3535222	4962014	667560	4932072	9781781	32527723	1788583	4488415	
m_100003183	1977046	424659	134374	560915	1925055	600531	375723	154279	2256367	681776	1204837	6445883	495693	1089843	1112340	389469	205358	2925344	4649704	45437	952522	382934	785406	3557953	551080	4804522	488272	10736387	138670	292019	929775	504532	401335	266822	601263	461276	6128775	234390	159163	310008	3621765	361047	1548707	1362115	11528793	324089	969146	214478
m_100003185	6655587	3356030	1892344	2902796	8429056	2400701	3025980	425868	8717585	1916037	2159665	7535250	5095538	5155449	4089417	2278693	1135506	5690743	6753547	340024	8751979	3322149	6997586	788723	3330517	4814858	998023	2408938	723852	2725636	1124115	1906165	1008094	967372	2332258	2095442	1278740	753220	949772	5927959	25345154	1135417	3825446	5181042	12437703	1691719	7528533	1282973
m_100003196	6820865	2034540	1850811	667846	9136389	847365	1574027	442103	6589152	1989936	2522535	10099205	5089060	3474978	2088006	1663770	488182	2802962	3970513	155445	3728010	1899244	4427611	1870777	3481951	3519362	3191637	6022191	429825	956386	643579	340202	339258	1278397	2165257	1357604	2748444	810853	237693	3228312	2632189	761498	4166799	3768024	13294023	1844849	2264491	421711
m_100003210	36873468	4910086	10990536	3119550	34643241	8097577	7154257	1966842	12079192	11761500	13301440	23970360	31476521	5047208	14171055	12167847	1538379	18272782	17232030	1069454	16666443	10631539	13882609	7927874	5784213	19096324	890554	17477968	4070552	7443765	1689281	3152053	6399383	1142435	8331590	2587649	14363237	2552694	3652473	16704801	70500345	2007535	12880340	12832073	56766304	6220562	29450245	909897
m_100003258	3295033	3253190	3772860	1235212	1299193	1083029		1941369	696288	2026853	1613111	3618763	1151444	606344	2695373	3392669	2293861	932238	328288	2912324	3283828	1110827	2439095	2416563	4322179	672220	2753935	1847876	2007038	1638303	1233120	2198864	1601942	1052086	1460868	1891655	1600273	959464	2249640	7365962	2082940	1021169	2397416	2915846	260755	1681415	2261113	
m_100003260	3859769	6354608		9355124	3718590	4500443	8335256	1414094	2036400	2421616	244750	3149409	107277783	9201613	10131397	3774051	3393890	1519304	1633065	3735830	5807441	126575	27586601	3235607	1354590	3568977	4010384	4753912	567400	10060107	7200472	24015842	7520198	1306215	3246142	6234444	5426428	5433512	7072202	2010275	4360793	4563753	1159700	3919721	3654882	4560983	3936749	1710589
m_100003265	1551763	2449758	337161	1540716	493765	511395	2086491	181090	1561295	80097			4824692	731004	503627	793514	193424	1140486		487980	1311880	2644330	2447393	256789	911038	1156591	570724	560652	775146	454029	1280605	2536841	569666	828581	544432	3271226	1512096	378189	680073	1102849	436234	637523	395806	251453	872910	1515977	1828441	977273
m_100003365	154162	931066	6423972	621317	593939	636944	573154	106947	1276241	1979421	212858		1661865	3629175	472149	111748	756520	541191	1101947	437829	402251	362504	219237	78429	1219330	152483	705008	896582	479844	7599146	4563404	606284	526661	5411613	489777	445158	727980	185416	1185583	329879	465463	573017	147771	62199	1575652	305641	573855	4890197
m_100003397	1185672	1135937	1232052	1204015	6620422	811001	928088	315837	1600670	716417	799083	9215099	1066995	2781843	3275143	979051	706990	804114	5787822	952684	693308	589137	2979633	14137443	1310218	4662441	2703103	4800390	702465	7617500	1847984	896696	1087761	1944122	1629894	3157975	11489956	1254234	1117893	545339	8230634	989361	3365471	3392780	14477243	725705	2295404	1189438
m_100003415	2549271	1222558	483550	3488146	1852135	1014633	2192806	338864	1006130	317816	222246	631716	780479	699484	3190283	685536	1042878	1088437	960021	1662951	4337947	1870190	1887548	966721	2373257	1737259	561987	460083	425430	613208	525350	2103022	1869319	563082	1692179	864604	2408498	112318	1588343	278037	6865127	605211	3075446	635855	5399296	1193594	2838523	2656347
m_100003425	1585792	7482610	1285810	1894429	830728	6050518	3512471	448633	2285929	401526		579827	1417003	3001835	1158535	684979	3286368	2906974	621578	2395228	1863131	598550	1189115	790348	985906	997339	523414	848718	1096136	2848444	1457110	4418900	1210401	2208993	1228224	1757534	550309	1302592	1049822	637964	5110106	1057892	481551	704981	1146688	1187760	2938846	1945713
m_100003432	2380280	2530649	1610951	7560763	2596700	4535811	1810618	416913	4028122	1552634	4418758	2322268	4741097	2641365	1754594	19347044	4284762	1379979	5881043	2302852	1933983	1387264	1384137	3952012	943387	1603894	754363	7002366	2880139	705871	3920713	1705905	660769	431451	1345392	1074562	14571362	934702	1650752	393606	6069726	2172015	835622	1921603	752305	3369577	3594045	2449731
m_100003434	9520012	33023075	25264207	8009305	47377353	14026160	10005781	881097	7443132	21497341	10377655	89069488	5182504	24980438	151790596	60602638	153803218	5163844	98762989	7661188	40775736	4537009	58991385	229986698	26122192	31853961	81955429	145621740	19054295	139928519	5924858	206692012	75624294	45723295	24687143	49831081	226485160	32913629	75112204	32171937	3973599	14776135	89147850	85024526	271719233	4588627	17249469	163535394
m_100003472					3274837									1757977						33784080																					35766584	11366905						
m_100003493	2949802	591030	801808	1592150	4973437	523132	582922	189465	1614096	340598	795209	1767630	555617	602941	284172	4299187	591186	21048136	1809709	315158	1078430	795434	3259987	349082	886017	2430682	442428	346355	633994	1367494	594017	533104	1034086	473975	477718	1050460	32382665	472683	525512	810216	1181779	411681	498456	561522	1075658	580821	1054794	478753
m_100003518	2278019	719601	99680	522269	5911131	465786	388778		3054633	411030	2424938	3319642	1274626	724333	2217326	303729	229838	1064893	6343624	88467	1696571	834403	1954220	1824021	1154604	3163465	417408	2565327	201749	233330	358580	275059	451775	314027	547857	406994	4757057	94015	287092	233414	3058710	345490	1114730	855541	17340653	270441	1701923	286488
m_100003542	188533	157431		88426	242615		111750		181869		99874	453591	153860	104648	186775	90158		84963	243356		79448		143185		113916	106402	86836	161794													165165		167028	156593	915552	57508	141536	
m_100003556	6348547	2045780	1479432	681034	5332761	786809	1836959	454962	5171421	1536499	1070939	2880416	3145525	2824967	2119074	1558787	308789	2055937	2286121	136089	3362330	1870049	3775296	800020	2275867	2600717	1714183	2928066	388927	651534	505443	314703	488546	1175330	1318797	1207117	1164708	258597	266570	3471486	2432912	548297	2647230	3033867	5050679	960734	2625717	287093
m_100003588	3494746	1113893	244609	898804	8548949	603367	643043	234073	2677023	878141	2171215	6479978	2200601	1058575	1754062	911630	228149	2179852	8595782	84835	2312492	1545950	2568141	1684177	1184682	3907238	544205	3275411	184260	400099	355671	350180	618907	239469	543684	362431	1990707	137240	253335	498073	4016182	269418	1610309	1427173	10088232	491698	1656840	222290
m_100003589	1200464	504448	128436	413153	2612122	290055	397049	117472	806172	349285	1186654	3246342	1003222	414293	413405	449324	212133	715907	2738898	86361	700341	555047	679939	1752115	350190	1288842	170635	4037713	108177	277664	291864	228944	467719	186239	251742	213255	2598093	117631	153152	240175	1082106	256765	427489	412198	5089993	284335	742801	249475
m_100003598	383693	173849		275904	1362458	116828	157092		334209		400799	1318829	299491	149006	254303	86473	58898	287742	1427723		350679	264721	271414	252617	164431	445140	127127	494698		87028	108247	90327		39801	97391	61802	616839				596628	79398	160235	145402	2270541	125715	298825	89862
m_100003600										139908										15657225	412318								827606											740487	2844468	987031	772785					
m_100003609	1458729	241328	104486	171167	1203213	151813	130336	47200	644167	271162	336572	2295284	666643	245016	537694	338033	55225	1126875	769768		502395	302858	569195	456920	593905	524905	119204	602814		88261	58972	63149	218636	47177	163559	70004	268492	64487	62610	262179	2573387	97018	440965	414240	1820288	215734	582260	70203
m_100003640	685074	468865		403264	827987	260504	355297	46011	1159647	256752	390316	4087720	168939	654071	679976	228237	122609	746294	2820187	65170	555609	190937	328394	1430516	337188	1545334	186065	2770768	82585	517444	414121	364127	426229	178255	381054	351021	3982600	98718	190604	151866	1356728	195194	560748	394679	8032242	153677	586314	204441
m_100003641	4096514	3030050	1880563	2432913	3414387	1539225	2014310	333983	7370761	1214956	2820499	5812498	4650928	3728121	4071854	1362065	1081083	3497624	4540170	231134	6627125	2124351	4067527	617545	2944385	2571004	1023891	1475518	793429	3556366	2428451	2554754	2610947	1283286	4283717	2158960	2815003	1011159	1416845	2621156	15260334	1330216	2490389	3803297	11048242	1113770	5711039	1291228
m_100003668	2110392	1941610	619485	1484475	1216825	858024	1573744	911045	1415913	981892	520561	2278730	1416042	1044330	951174	884570	2009542	581613	1134975	1623945	1467603	907503	1095211	1783054	937110	1255578	1026424	1309256	808537	2225902	1634399	2042875	2536024	873107	1162880	1005782	4070844	515360	2124220	805911	3250357	1607550	933346	783921	2817762	1580118	1653552	2438343
m_100003674	1164523	819629	328868	1210678	1022336	655544	404536	483758	917346	522692	403666	903295	741572	450856	1262348	338869	869052	393299	800455	215698	1619628	948509	532736	1596259	397683	1007021	620731	499983	438380	405808	1064708	226236	672106	316749	326894	383065	1607901		860590	378851	1657953	695511	570933	474620	1247145	979359	949198	405625
m_100003678	2325727	1776961	1832336	876279	677244	1175886	1621514	1381176	2943755	875504	939448	3488440	1654125	1419439	882570	726529	1990974	1251974	1615605	618354	618666	1618848	1163705	4975438	766615	1646302	1108446	3745757	1382619	1534505	1719648	590575	975726	718280	1177304	1329762	34965272	926202	351122	1607598	3942578	1735175	1776881	1610887	3924760	2836790	1690079	1311291
m_100003686	314909	412236	463033	1776669	325269	904822	1432179		330457		297171		184606			70536	582418	656150	914336	966188	515416	560668		495470	167857	314136	321174	400638	405603	142620	523097	720602	371147	781819	878168	604976	2271310	514417	774496	760838	347326		332326	96321	404679	246663		734693
m_100003687	197140	178510	339405		246162	546993	419655	135299		2863340	268394		511543						1454621	4202407	797837	7377625	143580	1093024	154184	2177569	76070		5043582			246645	378636		643299	155621	9022485	184279	13357142	1493804	1300449		300293		2989874	1028011		
m_100003695	1032774	1338893		361553	579930	353961	9274278	1544962	755527	193335		308966		1276998	378349	562245	1979817		465110	375992	356389	469690		702192		723819	841209	588542	685938	2632639	617114	596754	1087038		351461	459136	8570175	998032	521278			416356			451940	267627	393979	
m_100003700	98466	190872		203253	62189	82130	81192	61824	72455	30269	50213	48478	74915	120090	136183	155963	189102	64238	86375	115325	337218		186220	95080		179187	181912	75195	94464	442958	332249	225420	132470	458660	222877	482581	208431	156443	109429		140601	176492	114594	72715	102494	195848	191145	161375
m_100003760				35022			105878					84262		90737			126153			203280	34519					82369	92873	27880		1915656	207497	135775		233703	93073	1275705	91532	97683			273369		38309	126394		62684		361401
m_100003869			593043		379563	593836			249181	166271			564519		256122			496085	9508223		353228	121330	208066	636576	297172		99213	2528689	321212			134976			104396			319461		68382	292741	406434			744094	616058	156251	
m_100003901	1316253	392651	1802345	942735	6847827	476277	1829055		1086516	355036	483652	79238	432685	337750	915649		296282	1080456	4315819	743590	1297157	366533	2001683	2491319	267457	2427664	160701	1163691	502654		100256	301250	397743	492750	882968	462683	2679832	1697809	988472	1303857	214423	204180	1418604	284640	846847	455827	357882	200073
m_100003926	150224	234341	180397	60092	207186	143188			74246	118023	145837		114651			133777	100230		60490	240880				126926	122670		181088	105284	300158	224120			155546	208816	149180	408962		508076	358763	375271	253502		161835	78685			493089	80127
m_100004035	5640652	4288840	4823999	4726850	3818686	1867458	1080479	814902		3526870	3540457	1526678	2757665	5985891	2449901	7079652	5929537	3385838	596924	4216273	5476096		4407854	2797868		5523172	2837368	1051622	1315863	3764296	1837965	2077097	2480023	4893138	3843325	5120234	9070252	976592	1006147	5396090	21557645		4151118	1641882		4864174	4436058	5011927
m_100004042	276482	634250	810855	2152945	717626	2241299	539421	434794	1279147	1474199	1158175	161377	1602269	1059899	702179		121154	1255550	140021	1832433	1502574	691773	934098	142608	786064	1897750	1126082	158721	2345902	12278656	306621		4235882	357224	1312084	686293	715686	192396	791459	871465	2140720	484478	1317909	3316818	124578	1742784	2236988	531379
m_100004054			154615	173309	132160	89492			96198			162811	113015	63108					130370	105338	80035	120918	116995	170765					54447	90093	65196	92873	126912	70171		54494	152758		120741	116024	56681	60915	263933		138609		90662	134273
m_100004089	856194	1651576	1608050	1052844	960665	1376861	1097860	656114	1058380	972678	953108	513725	1278879	1271632	668035	1155860	815110	1140213	806219	941925	1003488	1838870	1160137	838571	987367	1147408	680280	1150209	2194042	1190571	802221	690958	1077970	784069	899261	1172102	1193775	819997	1908223	780136	545724	923414	834740	3290217	540569	1105608	1543531	606997
m_100004111	202290			1853814	2261739	38430	41280	221078	493854	747360	75530		1416965	407563	526910	1458073		2182626	2619314		862418	197535	362852	1804428	219757	1034102							47514		92037	760577	756068				1016291	579690				130879	2952920	
m_100004113	692687	226279	263510	145888	1064576		213555		86257	381420	452090	351014	311270	244894	1435242	717236	101050	254138	630216	672579	668105	165265	735215	899259	465130	515731	461810	1230896	327973	3091755	620558	201935		954890	641794	1088160	1969443	188931	246487	543997	1272097	152030	868933	747752	191478	315675	258582	142196
m_100004125	929207	1994406	2788103	631956	2339655	563462	857304	385776	766675	831921	2349554	1454985	2800820	1853037	2658650	2076187	1914977	660398	4213189	1842268	8512102	1534619	4405216	1231027	3640485	2110109	3893246	745845	1079038	12533191	958267	1295289	1094871	2454036	1361528	2743205	5685829	1035696	476877	5919111	5901409	451813	4335509	6208487	4597900	354268	1104078	2957881
m_100004182	2248228	1683755	3293372	1817671	6606183	3810894	2269482	423017	2940050	2647428	1704717	5877917	1175410	1696791	4390093	1470838	2976549	1186425	5422195	701041	2022528	1720570	3534197	5998515	2008028	3770581	1652758	3357381	1712131	3279639	2279674	4084014	1649652	1550604	1738167	3177842	10984004	2376789	2559776	1860681	892892	3491704	1277031	545770	1904685	1168450	2692225	3774189
m_100004206		245315167	157534170			996056	325038		1480972	119715			270823	43942052			22256494				224008		3464710						816029	406307	170238977	29787626		12818193	4350001	12498191		92006325	3810920			4505737		96174			214354	42630776
m_100004216		103492		117811	155996	155821	71040				67888	61978	94691	160933	113639		190856	64300	180599	78511	137521	79979	131249	222418	163564	88156	52404	39844	101591		54158	166054	143326	74974	102070	194243		84844	153234	86596	192512	131109		72001	117163	175903	131751	68858
m_100004243	122226	84679			85218	144682		107286		67040		39532	309320	79373	1108810	358444	608304		275584	173268		244202	228904				201092	39600	1011078		302054	191549	231297	510296	747850	157621				1022855	55268		780014	375851		81036	109235	
m_100004250		13922661	65615975		998811	1147238	1843803	57066358	3473747	4180034	11364270	1612891	1956943	4586307	6054071	4019588	11160766		552438	24516430	35807154	35404772	11171085		16824854	3642871	17704605	607045	7445555	6113208	2645987	2927625	2009142	31354125	15638477	13277304		5033299	1435883	113014418		4955757	33543690	11473286		3278986	467267	3804109
m_100004262	1458518	1869420	1415175	1883502	1770882	2176125	3289388	1409810	4092560	1380100	3904751	924463	2089663	3355443	1339507	1348212	2940288	2134056	1318514	1991811	2344872	2174947	2168612	1872373	1569786	2453670	1459667	1441478	1706418	2695474	1664058	1669353	1714264	1524528	1471804	2463317	1781924	4158072	2571136	2220409	1298740	2215544	1383474	1899014	1154228	2447794	1864552	3402753
m_100004272	179354	181355	65103	155669			87088		94078					84291	33049		200261			195996	192937		74633		81502					306929	142071	101509	147502	88134	45674	65895			137444	111721	382391	126432		45053		110265	180103	343750
m_100004275		168654	150843	58464	169741	176681	98120	30553	87877	66386	273806			168712			162918	169045	61352	80198	310304	117401	259906		100849	174333	181216		69835	406274	712250	118486	121647	253705	89355	253818	191456	698668		188734		218350		60186		55689		810425
m_100004284	94145		105225		307871							41406		143564		254463				87757	324910	647709	66046	163805				177118			67220	86373								581483	94322			76746		59232	133715	
m_100004290	636877	461927		765430	347501	384031	601535	198449	531867	224111	134819	512086	114556	499739	392842	183330		165686	185720	303426	613684		392210	725153	175721	407514	335438	1292114	129457	717827	387274	392159	440041	348557		737200	315609	232960	594371	74169	1799727	404745	449574	746888	1969103	319548	658205	1520778
m_100004295	866412885	60784208	90903368	65342875	672216180	65205747	85595136	43930776	79424471	79579681	68836313	316962452	65539235	58542033	300394594	60592576	84876671	168163474	835678232	199572666	143713676	85265745	132553131	830830075	89288785	206580408	91331519	200801515	78823235	907276067	122413680	79226884	54015905	211499292	187941552	335985576	993321158	112064029	106623095	191902643	3171603237	76629740	213297807	183194254	156795466	51728829	70328653	99176332
m_100004299	864436	82622		179464	154708		39513		40426			249162			200447	52755			216154		70793		94366	229775	64476	75145		124210	32979	110177	52968				39360	183546						46340	67926	65950	311633	119095		
m_100004318	2185058	2075942	1809304	1685098	2238155	1530110	4048413	565370	19036753	992882	1148193	801895	1332784	12627872	1147823	1301604	43245427	4644499	1051278	977912	919453	1973990	9789546	1191754	1892683	1758541	675732	1133832	1140132	2346454	63808881	15699569	2470400	19602051	2212004	30979209	3792583	46743365	5608653	1485023	969090	34448122	1530479	874873	974883	2298111	4455594	121252300
m_100004327	10923678	1985197	5570994	7876724	13300513	2887653	2632631	1234594	1759620	1293653	763746	3121349	1567444	1202421	4235483	1809177	2829378	3283419	16785957	2528566	4039902	3981899	12597482	26290959	429647	5959140	1758539	14770320	1041076	808726	2160422	1825402	1332029	3538067	3405614	2830611	9086756	3204111	679929	7455672	4864083	594748	18130230	442660	3148778	755848	1310668	2251756
m_100004328															229699													148312															179648				214020	
m_100004396	1690088	2705420	1041141	1434710	5600855	1941501	669537		689487	5186269	1655011	1662691	2870507	1519620	3032785	837335	1619831	777919	1749886	1523820	1666537	1416167	967191	4159580	1661474	3743581	2120508	1599876	2481563	1870906	2005296	1051965	3771021	1258252	833638	802745	3032700	637118	1534358	1881264	5389898	930445	1430983	783941	6840050	2215580	1196884	1256031
m_100004481	137412		1080346	284709		188422			977963			134553		202628		562293		228634	219002		147710	226567	337587			1269519	388045							207640	306231		210033	1903938				341004			1021815		463096	
m_100004499	297173	1858215	1012097	1348166	1001601	1144046	1967828		1047569	206744	247422		1151115	806836	1339380	326304	3864159	194355	1114769	3792917	674024	381987	528827	371878	425313	264557	852614	173729	703987	4138360	2064556	3711029	2908917	1706202	1428703	1826354	643491	2058157	2028384		414675	3200016		627556	382160	1890251	1053360	15282597
m_100004523	2420997	2326349	2639021	1643028	1350323	1825809	2096711	741434	1970993	1833220	3051600	615730	2032794	1970679	3594993	789676	1645012	1064786	1581424	1341653	2790533	1558025	2189814	1048658	1472675	2175676	2865941	462159	1976482	1706180	1523160	1734296	1907431	1897340	1434274	2607371	3732077	851406	1885944	2370825	6562523	1054294	1765934	2505430	3006318	1041301	2126449	2059243
m_100004533	721478	935430	367728	423591	241683	310240	918465		619867	628355	87674	395417	161632	858259	1567598	182638	2082883	278441	218085	739784	587479		309173	269793	405444	722061	2488652	545659	119357	9036701	1832592	1225965	433185	1484617	457743	9179223	1520410	810888	648611	145518	736981	464212	1463741	1099550	2367206	118476	290991	5898915
m_100004535				101322			178237							119250			87333			236642										1827501	366656	320600	118241	262352	105183	1326372		169070	125625		320806			127724				578681
m_100004541	1772253	1071464	1167547	794941	706949	758589	535357	449937	765081	1795462	480404	337579	364216	891660	381378	403225	723687	991508	415538	745022	753585	900376	506757	1032573	1304073	396335	510086	685898	1026923	1014038	142852	367325	1566755	587767	582460	1541583	385434	1839996	702284	1009514	1210814	482321	1931928	1233797	102698	1353162	906814	1027061
m_100004542		539215			46595		474398		407264				71886	1036721			212358				570519			89561			909623	237617		11812453	761802	60274		1237528	1294583	2078861		843809	63605		1503115	197868			308202			340683
m_100004561	344374	290097	137823	515665	321991	229511	830060		321612	143061		352724	173380	201166	330168	369545	232498	872231	520199	231328	320291	165629	229094	1251539	153554	323325	126574	295315	117646	433814	222852	278591	322893	240482	242469	937979	387655	352437	421002	198459	446691	214253	437766	417705	276111	356073	273212	340119
m_100004575	130661				87513	76086	108035			113421		42528		347601	377166		82913	125194	32555		106512			171885		86785		324641				442581	67834				230125		60644		436701		315234		30936	284920	78113	108720
m_100004635	1146751	328498	255088	1640626	459392	1635417	1610452	156624	1587250	767717	152436	44721	1261319	763528	653731	211550	693769	871886	144928	407815	101106	97928	394283	206360	437677	572127	186091	186227	331256	718336	1243329	894627	300750	996764	778243	1203059	1219024	206085	562523		3108472	963235	697225	684769	281507	751844	628015	1461810
m_100004644	2817801			100975	470043	119710	156670		193034	81138	138529	6433426		290865	3995396	3048811			5152185		198194	208708	546294	3301188	106977			1768509	4628557	96731	235385		16945975			134600	3829795		189287	257314	4540155	129423	4386067	229343	1109732	66009	232367	211907
m_100004655	178950	112083	51250		123578	92262	99341		644644	67898			710038	189603		73081	65408	46829		99430	56872		220112	451574		160950		386682			175181			38712	73766	55203	102417					218753		150336			262129	393366
m_100005258		513370		837078		1539128		1977499	212037	1950223	1298299		438538	614004	526282	151721				464720	512492	1066040	193371	673491		255959	1126392		198043											266407	132569	160256		546572		404314		
m_100005346	474851	2755354	1325964	4887658	1018605	1849199	1953817	259106	1317713	405739	827562		1422285	1556760	585930	219388	1790264	822527		1028396	1295946	1323551	1156086		3855967	530387	1209360		1721712	2866836	1581481	1558547	2017853	2786772	1869265	1454897	518035	1963489	1485031	2618903	1087362	1912736	1155489	1935814	288235	816414	1649177	1586373
m_100005372	322786	1463569	1096311	141516	395801	163773	101748	103936	190462	83643	173625	483334	297734	642240	618962	263537	309212	249029	447336	699604	1293747	1647481	1751798	309244	453480	250051	722252	601001	375447	400734	92375	198738	119923	428476	675200	539881	945863	320177		600145	198926	262338	1229342	407960	410202	186299	207321	92994
m_100005373	8279764	12215319	8347472	5114008	5548710	7995228	5804322	7702894	7956301	4781036	3450712	1776157	8411501	6712425	8753509	3366960	4512723	3462195	5376808	3579595	6922417	5948021	7933803	4303468	9163606	8284708	4709272	14993496	7957648	1864973	2824456	2930728	3592582	4708531	5592212	2468287	4383797	1949779	3363186	6317190	4122216	4947937	12243643	6773236	4455732	3167184	8361174	4249348
